CustomerKey,Full Name,MaritalStatus,Gender,YearlyIncome,TotalChildren,TotalChildren,KidsAtHome,EnglishOccupation,DateFirstPurchase,BirthDate,EducationLevel,DateFirstPurchase,Customer City
21494,Kayla Gonzales,S,Female,60000,2,2,1,Professional,11/08/2023,05/09/1962,High School,11/08/2023,N. Vancouver
21495,James Hughes,M,Male,60000,2,2,1,Professional,28/12/2023,29/01/1957,High School,28/12/2023,Olympia
21496,Nichole Rai,M,Female,60000,2,2,1,Professional,23/02/2023,07/11/1962,Partial College,23/02/2023,Beverly Hills
21497,Patrick Cox,M,Male,60000,2,2,1,Professional,08/12/2023,11/01/1962,Partial College,08/12/2023,Chula Vista
21498,Cameron Wilson,M,Male,60000,2,2,1,Professional,14/11/2023,02/05/1962,Partial College,14/11/2023,Coronado
21499,Bailey Ramirez,M,Female,70000,4,4,1,Professional,03/11/2023,22/04/1957,Partial College,03/11/2023,San Carlos
21500,Devin Long,M,Male,70000,2,2,1,Skilled Manual,18/02/2023,16/08/1957,Partial High School,18/02/2023,Tacoma
21501,Deb Foster,S,Male,70000,2,2,1,Skilled Manual,29/08/2022,02/08/1957,Partial High School,29/08/2022,Oak Bay
21502,Morgan Clark,S,Female,60000,2,2,1,Professional,14/10/2023,22/11/1963,High School,14/10/2023,Grossmont
21503,Melanie Long,M,Female,60000,2,2,1,Professional,20/11/2023,24/12/1957,High School,20/11/2023,Lynnwood
21504,Chloe Torres,M,Female,60000,2,2,1,Professional,16/10/2023,18/10/1957,High School,16/10/2023,Bremerton
21505,Ronald Gonzalez,S,Male,110000,2,2,1,Professional,30/11/2023,16/04/1968,Partial College,30/11/2023,Paris
21506,Randall Gutierrez,M,Male,130000,3,3,1,Professional,18/12/2023,19/10/1968,Partial College,18/12/2023,Poing
21507,Hunter Smith,M,Male,150000,1,1,1,Professional,04/02/2023,15/07/1962,Partial College,04/02/2023,Billericay
21508,Suzanne Li,M,Female,120000,3,3,1,Professional,29/11/2022,22/09/1961,High School,29/11/2022,Berks
21509,Michele Lopez,M,Female,130000,3,3,1,Professional,30/11/2022,20/05/1961,Partial College,30/11/2022,London
21510,Carol Perry,M,Female,80000,3,3,1,Professional,02/04/2023,18/06/1960,Partial College,02/04/2023,Bottrop
21511,Richard Sanders,M,Male,80000,4,4,1,Professional,16/07/2023,02/02/1965,Partial College,16/07/2023,Peterborough
21512,Emma Russell,M,Female,80000,4,4,1,Professional,24/09/2023,22/05/1960,Partial College,24/09/2023,Billericay
21513,Stacey Xu,M,Female,70000,5,5,1,Professional,20/08/2023,24/10/1949,High School,20/08/2023,Paris
21514,Krystal Zhu,M,Female,110000,3,3,1,Management,31/05/2023,08/09/1949,Bachelors,31/05/2023,München
21515,Barbara Yuan,M,Female,130000,3,3,1,Management,06/06/2023,13/08/1949,Bachelors,06/06/2023,Bracknell
21516,Larry Serrano,M,Male,130000,3,3,1,Management,18/12/2022,10/10/1949,Bachelors,18/12/2022,London
21517,Gerald Subram,M,Male,170000,3,3,1,Management,12/12/2022,16/04/1950,Graduate Degree,12/12/2022,London
21518,Ruben Madan,M,Male,70000,5,5,1,Professional,20/07/2023,18/05/1951,High School,20/07/2023,Paris
21519,Franklin Becker,S,Male,100000,2,2,1,Management,11/06/2023,06/10/1950,Bachelors,11/06/2023,Werne
21520,Seth Baker,M,Male,110000,3,3,1,Management,31/10/2023,14/01/1951,Bachelors,31/10/2023,Gateshead
21521,Joanna Romero,S,Female,80000,5,5,0,Professional,16/08/2023,08/08/1951,Partial College,16/08/2023,Lille
21522,Morgan Bryant,S,Female,90000,5,5,0,Professional,02/07/2023,08/01/1952,Partial College,02/07/2023,Paris
21523,Timothy Green,M,Male,120000,4,4,1,Management,28/01/2024,18/02/1963,Bachelors,28/01/2024,Saarlouis
21524,Faith Wood,S,Female,80000,4,4,1,Professional,28/01/2024,11/08/1958,Partial College,28/01/2024,Peterborough
21525,Victoria Howard,M,Female,80000,4,4,1,Professional,16/02/2023,10/02/1959,Partial College,16/02/2023,Kirkby
21526,Jonathon Munoz,S,Male,80000,4,4,1,Professional,22/08/2023,31/10/1975,Partial College,22/08/2023,Offenbach
21527,Sergio Patel,S,Male,90000,4,4,1,Professional,26/12/2023,20/03/1960,High School,26/12/2023,Les Ulis
21528,Jay Moreno,M,Male,130000,3,3,1,Professional,27/11/2023,03/11/1959,Partial College,27/11/2023,Paderborn
21529,Kristi Martinez,S,Female,100000,3,3,1,Management,24/11/2023,01/09/1958,Bachelors,24/11/2023,Orleans
21530,Toni Raman,M,Female,100000,3,3,1,Management,08/08/2023,31/01/1964,Bachelors,08/08/2023,Saint Ouen
21531,Kari Vance,M,Female,100000,3,3,1,Management,22/01/2024,10/08/1958,Bachelors,22/01/2024,Saint-Denis
21532,Sierra Turner,M,Female,120000,2,2,1,Management,23/12/2023,22/09/1958,Bachelors,23/12/2023,Saarlouis
21533,Gilbert Tang,M,Male,130000,0,0,1,Professional,04/07/2023,18/12/1969,Partial College,04/07/2023,Milton Keynes
21534,Warren Rai,S,Male,130000,4,4,1,Professional,28/11/2022,23/04/1963,High School,28/11/2022,London
21535,Alfredo Sandberg,S,Male,80000,4,4,1,Professional,13/11/2023,23/07/1962,High School,13/11/2023,Roissy en Brie
21536,Billy Rubio,M,Male,90000,4,4,1,Professional,18/09/2023,18/08/1956,High School,18/09/2023,Dresden
21537,Gloria Navarro,M,Female,90000,4,4,1,Professional,09/12/2023,05/12/1956,High School,09/12/2023,Hamburg
21538,Tara Luo,M,Female,80000,5,5,1,Management,20/12/2023,08/10/1955,High School,20/12/2023,Bobigny
21539,Phillip Raman,M,Male,100000,3,3,1,Management,27/09/2023,19/09/1966,Partial College,27/09/2023,Versailles
21540,Ross Rubio,S,Male,150000,4,4,1,Management,04/12/2022,17/08/1955,Bachelors,04/12/2022,London
21541,Daisy Gutierrez,M,Female,160000,2,2,1,Management,06/09/2023,19/09/1966,Partial College,06/09/2023,Peterborough
21542,Patricia Vance,M,Female,70000,5,5,1,Skilled Manual,08/12/2023,21/11/1954,Partial High School,08/12/2023,Bobigny
21543,Naomi Romero,M,Female,80000,5,5,1,Management,28/07/2023,30/01/1960,High School,28/07/2023,Les Ulis
21544,Gary Moreno,M,Male,150000,4,4,1,Management,07/11/2023,19/04/1971,High School,07/11/2023,High Wycombe
21545,Michele Schmidt,M,Female,170000,0,0,1,Management,17/12/2022,12/04/1955,High School,17/12/2022,York
21546,Cory Garcia,M,Male,90000,4,4,1,Skilled Manual,30/09/2023,22/11/1953,Partial High School,30/09/2023,Bottrop
21547,Brad Raje,S,Male,120000,4,4,1,Management,30/08/2023,06/05/1970,High School,30/08/2023,Gateshead
21548,Christy Chander,M,Female,130000,5,5,1,Management,19/09/2023,30/08/1959,High School,19/09/2023,London
21549,Jerome Ruiz,S,Male,100000,3,3,1,Management,04/03/2023,16/09/1963,High School,04/03/2023,Berlin
21550,Kara Deng,M,Female,100000,3,3,1,Management,09/08/2023,22/08/1958,High School,09/08/2023,Berlin
21551,Elijah Butler,S,Male,60000,0,0,0,Professional,02/08/2023,16/02/1981,Bachelors,02/08/2023,Sunbury
21552,Francis Alvarez,M,Male,80000,0,0,0,Professional,10/02/2022,18/05/1981,Bachelors,10/02/2022,Brisbane
21553,Allen Suri,M,Male,90000,0,0,0,Professional,28/02/2022,15/04/1981,Bachelors,28/02/2022,Townsville
21554,Molly Rana,S,Female,80000,0,0,0,Professional,25/08/2023,21/01/1979,Bachelors,25/08/2023,Goulburn
21555,Jarrod Madan,S,Male,90000,0,0,0,Professional,20/02/2022,06/09/1979,Bachelors,20/02/2022,Melbourne
21556,Gloria Serrano,S,Female,90000,0,0,0,Professional,04/02/2022,24/11/1979,Bachelors,04/02/2022,Silverwater
21557,Kate Lal,S,Female,110000,0,0,1,Management,27/02/2022,14/10/1979,Partial College,27/02/2022,Lavender Bay
21558,Nicole Coleman,S,Female,100000,0,0,1,Management,22/02/2022,20/12/1984,High School,22/02/2022,Goulburn
21559,Pedro Malhotra,M,Male,100000,0,0,1,Management,17/02/2022,05/10/1978,High School,17/02/2022,Rockhampton
21560,Kristopher Lopez,M,Male,120000,0,0,1,Professional,19/02/2022,12/03/1979,Partial High School,19/02/2022,Melbourne
21561,Albert Navarro,S,Male,90000,0,0,0,Professional,30/01/2022,17/11/1977,Bachelors,30/01/2022,Matraville
21562,Drew Jai,S,Male,100000,0,0,1,Management,21/03/2022,16/10/1983,High School,21/03/2022,Darlinghurst
21563,Carla Mehta,S,Female,80000,0,0,0,Professional,01/03/2023,23/06/1977,Bachelors,01/03/2023,Hawthorne
21564,Erica Liu,S,Female,80000,0,0,0,Professional,10/05/2023,28/01/1977,Bachelors,10/05/2023,Townsville
21565,Sheena Shan,M,Female,110000,0,0,1,Management,17/02/2023,08/11/1983,High School,17/02/2023,Caloundra
21566,Jermaine Garcia,M,Male,110000,0,0,1,Management,24/02/2023,14/07/1977,High School,24/02/2023,East Brisbane
21567,Candace Sanchez,M,Female,100000,0,0,1,Management,10/03/2022,09/07/1982,High School,10/03/2022,Sydney
21568,Jacquelyn Hernandez,M,Female,100000,0,0,1,Management,03/03/2022,20/05/1977,High School,03/03/2022,Gold Coast
21569,Brendan Rai,S,Male,90000,0,0,0,Professional,24/03/2022,10/09/1981,Bachelors,24/03/2022,Lane Cove
21570,Barry Kovár,M,Male,100000,0,0,1,Management,16/03/2022,30/12/1975,High School,16/03/2022,North Ryde
21571,Darryl Yang,M,Male,110000,0,0,1,Management,12/03/2022,23/10/1975,High School,12/03/2022,Matraville
21572,Randall Ramos,M,Male,130000,0,0,1,Management,07/03/2022,23/04/1982,Bachelors,07/03/2022,Malabar
21573,Jimmy Munoz,S,Male,130000,0,0,1,Management,09/08/2023,31/01/1975,Bachelors,09/08/2023,Rhodes
21574,Fernando Lewis,M,Male,100000,5,5,1,Professional,12/02/2023,15/01/1970,Partial College,12/02/2023,Sedro Woolley
21575,Justin Foster,M,Male,80000,3,3,0,Professional,30/12/2022,12/02/1962,Partial College,30/12/2022,Fremont
21576,Benjamin Gonzales,M,Male,80000,3,3,0,Professional,25/01/2023,11/04/1962,Partial College,25/01/2023,Oregon City
21577,Tiffany Ma,M,Female,50000,2,2,0,Management,03/12/2023,08/09/1939,Graduate Degree,03/12/2023,Cliffside
21578,Jordan Green,M,Male,60000,2,2,0,Management,26/08/2023,15/10/1950,Graduate Degree,26/08/2023,Tacoma
21579,Wyatt Jackson,M,Male,60000,2,2,0,Management,03/06/2023,03/05/1940,Graduate Degree,03/06/2023,Woodburn
21580,Mariah Ward,S,Female,80000,4,4,1,Professional,11/06/2023,26/06/1969,Partial College,11/06/2023,Langley
21581,Rachel Russell,M,Female,80000,4,4,1,Professional,06/02/2023,10/01/1969,Partial College,06/02/2023,Westminster
21582,Amber Roberts,M,Female,50000,1,1,1,Skilled Manual,07/10/2022,10/03/1983,Graduate Degree,07/10/2022,Cliffside
21583,Jaclyn Lal,M,Female,50000,1,1,1,Skilled Manual,16/10/2023,03/10/1977,Bachelors,16/10/2023,Casper
21584,Gavin Bryant,M,Male,50000,1,1,1,Skilled Manual,07/10/2023,02/08/1977,Bachelors,07/10/2023,Everett
21585,Trinity Gray,M,Female,50000,1,1,1,Skilled Manual,26/10/2023,16/12/1977,Bachelors,26/10/2023,Lebanon
21586,Stephanie Foster,M,Female,60000,1,1,0,Skilled Manual,23/10/2023,03/01/1978,Graduate Degree,23/10/2023,W. Linn
21587,Jenna Roberts,M,Female,60000,1,1,0,Skilled Manual,28/10/2023,25/05/1983,Graduate Degree,28/10/2023,Bellflower
21588,Theodore Martin,M,Male,60000,1,1,0,Skilled Manual,10/11/2023,02/08/1977,Graduate Degree,10/11/2023,Burbank
21589,Vanessa Coleman,M,Female,50000,1,1,1,Skilled Manual,29/09/2022,12/09/1975,Bachelors,29/09/2022,Port Hammond
21590,Taylor Gonzales,M,Female,40000,1,1,1,Skilled Manual,10/11/2023,06/05/1976,Bachelors,10/11/2023,Bellingham
21591,Clayton Goel,M,Male,40000,1,1,1,Skilled Manual,22/12/2023,25/03/1976,Bachelors,22/12/2023,Colma
21592,Christina Reed,M,Female,40000,1,1,1,Skilled Manual,27/10/2023,18/09/1975,Bachelors,27/10/2023,Kirkland
21593,Marcus Roberts,S,Male,50000,2,2,1,Skilled Manual,06/11/2023,01/05/1975,Bachelors,06/11/2023,Burbank
21594,Brianna Moore,M,Female,50000,2,2,1,Skilled Manual,06/11/2023,16/08/1985,Bachelors,06/11/2023,Fremont
21595,Juan Ward,M,Male,60000,1,1,0,Professional,01/10/2022,19/10/1982,Graduate Degree,01/10/2022,N. Vancouver
21596,Luke Wright,M,Male,60000,1,1,0,Professional,21/11/2023,30/01/1977,Graduate Degree,21/11/2023,Woodburn
21597,Jose Jones,M,Male,70000,3,3,0,Professional,19/01/2023,30/01/1982,Graduate Degree,19/01/2023,Coronado
21598,Chloe Perez,M,Female,60000,1,1,0,Professional,14/11/2023,10/10/1980,Graduate Degree,14/11/2023,Yakima
21599,Sara Lopez,M,Female,60000,1,1,0,Professional,05/11/2023,08/12/1980,Graduate Degree,05/11/2023,Salem
21600,Alexa Bell,M,Female,70000,2,2,1,Skilled Manual,31/12/2022,24/11/1973,Bachelors,31/12/2022,Santa Cruz
21601,Jacqueline Bell,M,Female,70000,2,2,1,Skilled Manual,20/02/2023,16/02/1979,Bachelors,20/02/2023,San Francisco
21602,Manuel Malhotra,M,Male,70000,2,2,1,Skilled Manual,05/02/2023,24/06/1974,Bachelors,05/02/2023,Burien
21603,Seth Barnes,M,Male,70000,2,2,1,Skilled Manual,03/02/2023,18/12/1973,Bachelors,03/02/2023,Bellingham
21604,Melanie Howard,S,Female,40000,0,0,0,Professional,14/11/2023,14/11/1972,Bachelors,14/11/2023,Downey
21605,Brittney Ye,M,Female,60000,2,2,0,Professional,04/11/2023,25/08/1975,Graduate Degree,04/11/2023,Burien
21606,Connor Roberts,M,Male,60000,2,2,0,Professional,06/11/2023,07/04/1981,Graduate Degree,06/11/2023,Edmonds
21607,Bryce Torres,M,Male,60000,2,2,0,Professional,12/11/2023,10/10/1975,Graduate Degree,12/11/2023,Edmonds
21608,David Griffin,M,Male,70000,3,3,0,Professional,22/02/2023,02/12/1981,Graduate Degree,22/02/2023,Redmond
21609,Tabitha Blanco,S,Female,70000,4,4,0,Professional,04/02/2023,05/01/1976,Graduate Degree,04/02/2023,Chula Vista
21610,Caleb Edwards,M,Male,70000,4,4,0,Professional,27/02/2023,16/02/1981,Graduate Degree,27/02/2023,Fremont
21611,Ethan Wilson,M,Male,80000,2,2,0,Professional,24/02/2023,15/09/1975,Graduate Degree,24/02/2023,Woodland Hills
21612,Spencer Foster,S,Male,40000,0,0,0,Professional,15/07/2023,21/12/1972,Bachelors,15/07/2023,Salem
21613,Caleb Powell,S,Male,50000,2,2,1,Skilled Manual,17/10/2022,15/10/1972,Bachelors,17/10/2022,Newton
21614,William Thomas,M,Male,50000,2,2,1,Skilled Manual,18/11/2022,13/02/1973,Bachelors,18/11/2022,Cliffside
21615,Grace Torres,S,Female,50000,2,2,1,Skilled Manual,04/11/2023,15/11/1972,Bachelors,04/11/2023,Concord
21616,Carson Wood,M,Male,60000,0,0,0,Professional,17/04/2023,05/05/1972,Graduate Degree,17/04/2023,Burien
21617,Jennifer Miller,S,Female,60000,0,0,0,Professional,20/01/2024,23/08/1982,Graduate Degree,20/01/2024,Corvallis
21618,Elijah Carter,M,Male,70000,4,4,0,Professional,07/11/2022,16/08/1977,Graduate Degree,07/11/2022,N. Vancouver
21619,Angela Patterson,S,Female,70000,4,4,0,Professional,17/02/2023,17/10/1971,Graduate Degree,17/02/2023,Woodland Hills
21620,Mariah Brooks,M,Female,60000,2,2,0,Professional,28/10/2022,30/01/1986,Graduate Degree,28/10/2022,Haney
21621,Jordan Parker,M,Male,60000,2,2,0,Professional,20/11/2022,31/01/1980,Graduate Degree,20/11/2022,N. Vancouver
21622,Ethan Winston,M,Male,60000,2,2,0,Professional,03/11/2022,15/11/1974,Graduate Degree,03/11/2022,Oak Bay
21623,Connor Diaz,M,Male,70000,5,5,1,Professional,17/12/2023,20/11/1974,Graduate Degree,17/12/2023,Port Orchard
21624,Faith Price,S,Female,70000,5,5,1,Professional,10/05/2023,17/07/1974,Graduate Degree,10/05/2023,Tacoma
21625,Jennifer Hall,M,Female,70000,5,5,1,Professional,11/08/2023,24/02/1975,Graduate Degree,11/08/2023,Woodburn
21626,Brianna Garcia,M,Female,70000,5,5,1,Professional,11/09/2023,21/10/1980,Graduate Degree,11/09/2023,Yakima
21627,Bailey Roberts,M,Female,70000,5,5,1,Professional,25/06/2023,12/03/1980,Graduate Degree,25/06/2023,Burlingame
21628,Kelli Xu,S,Female,40000,0,0,0,Professional,05/09/2023,18/02/1971,Bachelors,05/09/2023,Burien
21629,Thomas Thomas,S,Male,50000,3,3,1,Skilled Manual,23/11/2022,12/08/1976,Bachelors,23/11/2022,Langley
21630,Faith Jenkins,M,Female,50000,3,3,1,Skilled Manual,13/02/2023,05/03/1976,Bachelors,13/02/2023,Marysville
21631,Martin Sanchez,M,Male,50000,3,3,1,Skilled Manual,14/07/2023,15/04/1976,Bachelors,14/07/2023,Cliffside
21632,Jaclyn Liang,M,Female,50000,3,3,1,Skilled Manual,09/04/2023,06/03/1971,Bachelors,09/04/2023,Coronado
21633,Cameron Zhang,M,Male,50000,3,3,1,Skilled Manual,23/03/2023,14/01/1971,Bachelors,23/03/2023,Puyallup
21634,Arianna Cook,M,Female,50000,3,3,1,Skilled Manual,19/09/2023,21/05/1976,Bachelors,19/09/2023,Edmonds
21635,Christian Lewis,M,Male,50000,3,3,1,Skilled Manual,21/06/2023,16/03/1976,Bachelors,21/06/2023,Palo Alto
21636,Katherine Rivera,M,Female,50000,3,3,1,Skilled Manual,25/07/2023,18/04/1971,Bachelors,25/07/2023,Woodland Hills
21637,Richard Lewis,S,Male,40000,0,0,0,Professional,13/11/2023,14/10/1980,Bachelors,13/11/2023,San Diego
21638,Olivia Harris,S,Female,40000,0,0,0,Professional,07/11/2023,02/05/1970,Bachelors,07/11/2023,Corvallis
21639,Anthony Wilson,M,Male,60000,4,4,1,Skilled Manual,11/08/2023,23/03/1975,Bachelors,11/08/2023,Burien
21640,Charles Cooper,M,Male,60000,5,5,1,Skilled Manual,20/07/2023,05/10/1969,Bachelors,20/07/2023,Daly City
21641,Kaylee Perez,M,Female,60000,4,4,1,Skilled Manual,27/11/2023,16/02/1981,Bachelors,27/11/2023,Daly City
21642,Alexandra Rodriguez,M,Female,60000,4,4,1,Skilled Manual,05/11/2022,01/12/1969,Bachelors,05/11/2022,Oak Bay
21643,Wyatt Diaz,M,Male,60000,4,4,1,Skilled Manual,25/11/2023,12/02/1970,Bachelors,25/11/2023,Concord
21644,Sydney Howard,M,Female,60000,4,4,1,Skilled Manual,22/11/2023,19/11/1969,Bachelors,22/11/2023,West Covina
21645,Spencer Alexander,M,Male,60000,4,4,1,Skilled Manual,12/11/2023,04/02/1970,Bachelors,12/11/2023,Walla Walla
21646,Luis Bryant,M,Male,70000,4,4,1,Professional,18/02/2023,02/12/1968,Bachelors,18/02/2023,Lemon Grove
21647,Blake Brown,S,Male,70000,4,4,1,Professional,10/02/2023,03/08/1968,Bachelors,10/02/2023,Bremerton
21648,Ronnie Sun,S,Male,70000,4,4,1,Professional,13/02/2023,11/04/1969,Bachelors,13/02/2023,Burbank
21649,Keith Nara,M,Male,70000,4,4,1,Professional,18/02/2023,07/03/1969,Bachelors,18/02/2023,Concord
21650,Cedric Zeng,M,Male,70000,4,4,1,Professional,15/02/2023,22/05/1969,Bachelors,15/02/2023,Coronado
21651,Sean Cooper,M,Male,70000,4,4,1,Professional,10/03/2023,12/05/1969,Bachelors,10/03/2023,Puyallup
21652,Julia Bell,M,Female,70000,4,4,1,Professional,29/10/2022,29/09/1974,Bachelors,29/10/2022,Vancouver
21653,Jose Anderson,S,Male,70000,4,4,1,Professional,29/03/2023,03/07/1968,Bachelors,29/03/2023,San Gabriel
21654,Aidan Barnes,S,Male,70000,4,4,1,Professional,16/03/2023,26/05/1969,Bachelors,16/03/2023,Imperial Beach
21655,Zachary Bryant,M,Male,70000,4,4,1,Professional,27/12/2022,17/06/1974,Bachelors,27/12/2022,Newton
21656,Hannah Hayes,M,Female,70000,4,4,1,Professional,16/08/2023,21/12/1968,Bachelors,16/08/2023,Victoria
21657,Sara Green,S,Female,70000,0,0,0,Professional,22/04/2023,03/09/1968,Bachelors,22/04/2023,Bellingham
21658,Jocelyn Powell,M,Female,60000,3,3,1,Professional,03/12/2022,17/03/1969,Graduate Degree,03/12/2022,Vancouver
21659,Gabrielle Jenkins,M,Female,60000,3,3,1,Professional,16/01/2021,22/12/1968,Graduate Degree,16/01/2021,Haney
21660,Allison Watson,M,Female,60000,3,3,1,Professional,21/11/2023,24/01/1969,Graduate Degree,21/11/2023,Mill Valley
21661,Terry Champion,S,Male,30000,0,0,0,Manual,27/06/2023,15/02/1984,High School,27/06/2023,Berlin
21662,Orlando Muñoz,S,Male,10000,0,0,0,Manual,22/04/2023,29/11/1977,Partial High School,22/04/2023,Roissy en Brie
21663,Kenneth Goel,S,Male,20000,0,0,0,Manual,19/08/2023,13/02/1978,Partial High School,19/08/2023,Stuttgart
21664,Edwin Yuan,S,Male,20000,0,0,0,Manual,03/11/2023,26/08/1977,Partial High School,03/11/2023,Roubaix
21665,Karl Jai,S,Male,30000,0,0,0,Manual,21/04/2023,05/01/1979,High School,21/04/2023,Colomiers
21666,Leslie Jimenez,M,Female,40000,1,1,1,Skilled Manual,24/09/2023,01/01/1979,Bachelors,24/09/2023,Berlin
21667,Crystal Zhang,M,Female,40000,1,1,1,Skilled Manual,02/10/2023,25/09/1978,Bachelors,02/10/2023,München
21668,Christina Rogers,M,Female,40000,1,1,1,Skilled Manual,23/12/2022,11/03/1979,Bachelors,23/12/2022,Bury
21669,Jessica Rodriguez,M,Female,40000,1,1,1,Skilled Manual,28/11/2022,01/10/1978,Bachelors,28/11/2022,Cheltenham
21670,Benjamin Lal,S,Male,20000,0,0,0,Manual,11/09/2023,03/04/1983,Partial High School,11/09/2023,Lille
21671,Nicolas Jai,S,Male,30000,0,0,0,Manual,20/04/2023,23/04/1978,High School,20/04/2023,Roubaix
21672,Craig Gomez,S,Male,30000,0,0,0,Manual,26/12/2023,03/11/1977,High School,26/12/2023,Frankfurt am Main
21673,Jésus Gill,S,Male,30000,0,0,0,Manual,28/04/2023,14/01/1978,High School,28/04/2023,Paris
21674,Jada Morris,M,Female,10000,0,0,0,Manual,28/10/2023,17/09/1976,Partial High School,28/10/2023,Bottrop
21675,Adriana Rana,S,Female,10000,0,0,0,Manual,15/01/2024,09/08/1976,Partial High School,15/01/2024,Paris
21676,Valerie Guo,S,Female,20000,0,0,0,Manual,28/12/2023,04/01/1977,Partial High School,28/12/2023,Suresnes
21677,Cedric Chander,S,Male,20000,0,0,0,Manual,29/10/2023,24/05/1977,Partial High School,29/10/2023,Bobigny
21678,Alvin Tang,S,Male,20000,0,0,0,Manual,09/03/2023,08/01/1977,Partial High School,09/03/2023,Milton Keynes
21679,Drew Yuan,S,Male,30000,0,0,0,Manual,13/07/2023,06/04/1977,High School,13/07/2023,Berkshire
21680,Ricky Torres,S,Male,30000,0,0,0,Manual,06/03/2023,23/05/1982,High School,06/03/2023,Salzgitter
21681,Casey Ortega,S,Male,40000,2,2,1,Clerical,17/10/2023,28/12/1976,Partial College,17/10/2023,Hannover
21682,Katrina Goel,S,Female,40000,2,2,1,Clerical,05/10/2023,05/03/1977,Partial College,05/10/2023,Bury
21683,Henry Suri,S,Male,40000,2,2,1,Clerical,01/07/2023,11/02/1982,Partial College,01/07/2023,York
21684,Mariah Bennett,M,Female,10000,4,4,0,Manual,11/08/2023,14/04/1923,Partial High School,11/08/2023,Roubaix
21685,Bailey Green,S,Female,40000,3,3,1,Clerical,26/11/2023,14/01/1980,Partial College,26/11/2023,Port Orchard
21686,Albert Ortega,M,Male,40000,3,3,1,Clerical,19/07/2023,16/03/1980,Partial College,19/07/2023,Burlingame
21687,Sarah Brown,S,Female,50000,0,0,0,Skilled Manual,19/10/2023,11/07/1979,Graduate Degree,19/10/2023,El Cajon
21688,Jesse Morris,S,Male,70000,5,5,0,Skilled Manual,12/03/2023,15/06/1936,Graduate Degree,12/03/2023,San Gabriel
21689,Olivia Simmons,M,Female,40000,1,1,0,Skilled Manual,13/11/2023,03/08/1936,Graduate Degree,13/11/2023,Bellingham
21690,Samantha Thomas,S,Female,60000,0,0,0,Skilled Manual,18/04/2023,24/01/1972,Graduate Degree,18/04/2023,Cliffside
21691,Brandon Martin,S,Male,60000,0,0,0,Skilled Manual,30/04/2023,01/03/1972,Graduate Degree,30/04/2023,Oak Bay
21692,Savannah Ward,S,Female,60000,0,0,0,Skilled Manual,12/07/2023,05/05/1972,Graduate Degree,12/07/2023,Yakima
21693,Alyssa Ashe,S,Female,60000,0,0,0,Skilled Manual,31/05/2023,25/01/1972,Graduate Degree,31/05/2023,Berkeley
21694,Bobby Sai,S,Male,60000,0,0,0,Skilled Manual,14/09/2023,19/12/1971,Graduate Degree,14/09/2023,Berkeley
21695,Ethan Rodriguez,M,Male,60000,0,0,0,Skilled Manual,27/11/2023,04/04/1972,Graduate Degree,27/11/2023,Berkeley
21696,Gabrielle Watson,M,Female,10000,2,2,1,Manual,29/12/2023,10/05/1964,High School,29/12/2023,Edmonds
21697,Dalton Powell,M,Male,10000,2,2,1,Manual,21/10/2023,18/04/1959,High School,21/10/2023,Woodland Hills
21698,Tracy She,M,Female,20000,2,2,0,Manual,17/03/2023,15/01/1959,High School,17/03/2023,Concord
21699,Logan Sharma,M,Male,40000,1,1,0,Clerical,30/10/2023,29/09/1959,Partial College,30/10/2023,Mill Valley
21700,Juan Ramirez,M,Male,40000,1,1,0,Clerical,30/10/2023,30/09/1965,Partial College,30/10/2023,Palo Alto
21701,Abigail Sanders,M,Female,30000,1,1,0,Clerical,08/06/2023,04/01/1961,High School,08/06/2023,Lake Oswego
21702,Paige Gonzales,M,Female,30000,2,2,0,Clerical,12/03/2023,05/08/1960,High School,12/03/2023,Shawnee
21703,Paige Blue,M,Female,30000,2,2,0,Clerical,01/09/2023,10/03/1961,High School,01/09/2023,Victoria
21704,Charles Martinez,M,Male,40000,1,1,0,Clerical,12/11/2023,23/10/1960,Partial College,12/11/2023,Seattle
21705,Warren Sharma,M,Male,30000,2,2,0,Skilled Manual,05/12/2023,09/04/1962,High School,05/12/2023,Chula Vista
21706,Haley Murphy,M,Female,30000,2,2,0,Skilled Manual,23/08/2023,03/06/1974,High School,23/08/2023,Burien
21707,Cassidy Simmons,M,Female,30000,2,2,0,Skilled Manual,22/10/2023,14/08/1973,High School,22/10/2023,Issaquah
21708,Andrea Brooks,M,Female,40000,2,2,0,Clerical,04/08/2023,31/01/1969,Partial College,04/08/2023,Everett
21709,Katherine Torres,S,Female,40000,2,2,0,Clerical,03/11/2023,05/10/1969,Partial College,03/11/2023,Oregon City
21710,Brittany Gonzales,M,Female,40000,2,2,0,Clerical,21/01/2021,01/05/1975,Partial College,21/01/2021,Royal Oak
21711,Hailey Gray,S,Female,40000,2,2,0,Clerical,05/11/2023,10/05/1964,Partial College,05/11/2023,West Covina
21712,Megan Ross,M,Female,80000,5,5,0,Skilled Manual,06/05/2023,12/12/1963,Graduate Degree,06/05/2023,El Cajon
21713,Jose Parker,S,Male,80000,5,5,0,Skilled Manual,27/05/2023,09/06/1964,Graduate Degree,27/05/2023,Downey
21714,Carmen Patel,S,Female,80000,5,5,0,Skilled Manual,02/01/2024,08/03/1964,Graduate Degree,02/01/2024,Burien
